Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_History_Years,Spending_Level,Payment_Size
43.0,Manager,15970.858213446203,1624.4157184060593,9,8,28.0,9.0,30,24.0,1.8151451784636192,7.0,Bad,3.4538531508045516,22.91581371042315,Yes,58.743490065628336,370.585251822546,Poor,14.0,Low,Small
53.0,Manager,37193.146212435015,6271.713054910914,4,5,2.0,0.0,19,2.0,9.29259391641371,2.0,Good,1.0342959238197145,39.08030291132788,No,307.68362829739795,527.0117395478375,Poor,32.0,High,Large
31.0,Lawyer,40156.748991528184,2737.1066390846554,5,5,4.0,6.0,1,16.0,10.684560967037951,4.0,Good,0.781234474825568,31.676706849402557,No,96.5770412985641,335.0727025968397,Good,27.0,Low,Small
38.0,Writer,16388.18712489214,725.4921418528148,7,5,25.0,9.0,45,19.0,24.645692347764356,15.0,Bad,1.397951450523153,37.44804246050368,Yes,80.75600668710942,276.6573596246943,Poor,13.0,Missing,Small
27.0,Mechanic,20424.813044739574,1604.4317572221487,8,9,19.0,6.0,53,18.0,15.307585743208712,8.0,Standard,1.4566501180818807,24.77902107927302,Yes,121.85875819367962,251.69183630525643,Poor,7.0,High,Missing
23.0,Journalist,51592.67637091005,4424.578100340576,4,8,18.0,6.0,12,10.0,15.341714429437415,5.0,Standard,1.7701777714238882,26.376215655739273,Yes,156.20383505032797,528.0332134061414,Poor,19.0,Low,Medium
22.0,Accountant,52252.38960935107,3840.293651664377,3,4,11.0,4.0,15,10.0,12.07820955989365,2.0,Standard,1.1018136516896608,36.60342309706897,Yes,73.82323756076991,445.53665036646765,Standard,24.0,High,Large
20.0,Doctor,41796.58759016069,1675.662306800631,9,6,31.0,7.0,22,7.0,10.206023383088805,15.0,Standard,2.6491299150726593,32.76042853234784,Yes,99.83397817755636,210.7151556686462,Poor,15.0,Missing,Missing
18.0,Developer,7005.93,659.3529416552502,7,4,31.0,4.0,19,10.0,15.026207453696298,8.0,Standard,1.9085520385907637,24.982008899239986,Yes,77.44732118806078,271.3190728867455,Poor,17.0,Low,Small
40.0,Writer,61637.76837982013,3154.9463276498877,3,5,11.0,2.0,13,9.0,4.405502784600019,3.0,Good,0.14900300751044152,35.85655114662436,No,111.50248089192908,349.63041361529184,Good,17.0,High,Small
29.0,Teacher,30145.181967724202,2662.8106393382586,3,2,10.0,4.0,11,9.0,6.0006234281328625,0.0,Good,0.6942206650558868,35.9705206862985,No,202.08426969502077,500.7332942589136,Good,29.0,High,Small
33.0,Scientist,87473.66359081917,7160.840691326739,8,7,10.0,5.0,22,12.0,7.118169011500616,8.0,Standard,1.1730974050405787,30.19614276886805,Yes,162.3318022699587,158.4565394194272,Standard,10.0,Low,Large
25.0,Lawyer,29820.272020866592,5190.036266430069,6,9,15.0,7.0,20,19.0,8.256693544637375,11.0,Bad,1.8579970687820915,40.18401473162242,Yes,219.15107163831297,502.48210221326434,Standard,6.0,High,Large
39.0,Manager,32615.055894393143,2663.736239286657,6,5,14.0,0.0,16,10.0,9.26821676939957,5.0,Standard,0.5794409121334458,30.684956950975213,NM,96.10476016154217,689.206217730009,Standard,13.0,High,Small
33.0,Media_Manager,43439.55029008829,1588.0578868859934,6,8,5.0,6.0,53,25.0,25.33012660914008,12.0,Bad,2.1405141352295085,30.316629872255426,Yes,121.84313286179707,329.8863062039363,Poor,12.0,High,Large
24.0,Journalist,116268.23881034098,6612.1457153765405,0,6,8.0,4.0,9,7.0,8.433027373296541,3.0,Good,0.7705281008278807,25.055175340727686,NM,167.41964375460762,672.8861201076871,Standard,19.0,High,Large
17.0,Mechanic,10358.697096138127,1572.088233655596,10,9,32.0,7.0,48,15.0,24.67515446282081,12.0,Bad,3.9462622538756484,30.996799821045684,Yes,64.73802172046173,326.2436317972327,Good,3.0,High,Medium
19.0,Scientist,18817.766596545513,10020.446226309024,8,7,6.0,2.0,57,12.0,15.624480614229377,7.0,Bad,1.2948427089454448,27.540762379055735,NM,135.29970987749059,299.66909625706637,Poor,13.0,High,Large
53.0,Writer,108802.11952534283,6800.461732518717,2,4,12.0,0.0,10,1.0,11.310549102463531,1.0,Good,0.47574883435667453,35.30867935630051,No,316.0691116979446,413.9363115724424,Good,32.0,High,Medium
23.0,Writer,80102.05123890097,8359.89883389952,5,3,8.0,4.0,21,15.0,7.604381305111706,3.0,Standard,0.3646033792444656,42.8751018501203,No,298.2550420740684,1217.7064374094573,Standard,32.0,High,Large
14.0,Journalist,60242.00638191864,6078.477967991322,7,10,23.0,7.0,53,18.0,19.152033531692275,11.0,Bad,4.750779619931981,35.000153661056274,Yes,169.6116559811138,193.16226331696373,Standard,2.0,Low,Small
43.0,Entrepreneur,29229.286857030347,1579.8206523468825,8,5,16.0,4.0,23,12.0,8.87951027497729,4.0,Standard,0.4332835198648642,30.748406808345727,No,158.9338158155426,362.8429315112498,Standard,32.0,Low,Large
19.0,Doctor,8756.807945551667,1052.7901059408355,8,7,14.0,1.0,14,16.0,11.553460306982878,2.0,Standard,1.0764474474830368,28.08314709096059,Yes,98.62706698618427,303.4166039190921,Standard,19.0,Low,Small
14.0,Musician,19182.34751494164,1766.5833931285088,8,10,19.0,6.0,44,22.0,14.167061740233898,15.0,Bad,3.075656694379564,24.971229740930145,Yes,65.43810645155985,240.55452709112527,Poor,10.0,Low,Missing
29.0,Teacher,114220.48274387569,5884.004324975171,3,5,5.0,1.0,22,6.0,2.410169897264374,5.0,Good,0.48762219856679073,37.30734685139449,No,472.3509262106863,718.4997087737001,Poor,30.0,High,Medium
29.0,Media_Manager,8747.23487740178,762.8505018745478,7,4,4.0,2.0,14,9.0,5.969264128425803,2.0,Good,0.2830127073792362,31.849219614458,No,41.209148484859035,245.52677339574063,Good,15.0,Low,Large
24.0,Engineer,16643.93071971015,3303.1814796186645,5,7,11.0,1.0,7,8.0,1.7131614062305218,2.0,Good,0.811817629769164,36.53265874676059,No,73.16110465043485,319.3106023522861,Good,15.0,High,Large
23.0,Developer,41897.62525371968,3331.9814718870516,8,5,21.0,3.0,26,11.0,15.510606880923058,10.0,Standard,2.454594722203784,28.837490119667414,Yes,132.01807528457934,370.8859372304861,Poor,9.0,High,Medium
51.0,Doctor,38243.583060200894,2856.268872147148,2,5,12.0,1.0,8,9.0,2.1144610889927176,4.0,Good,0.8161527285174341,32.925302914413066,No,321.2348618038209,353.6520504370735,Good,25.0,High,Medium
22.0,Lawyer,22776.24688533212,2576.9038817771198,8,5,16.0,7.0,25,22.0,17.44495944811927,7.0,Standard,1.7737496910371515,37.440560248891686,Yes,127.29169026103445,336.98293227854754,Good,20.0,High,Large
44.0,Accountant,30153.06541026882,7485.448919182269,6,6,6.0,3.0,13,10.0,7.581094780650166,3.0,Standard,0.564140651242566,30.64062883721931,NM,113.18460172595084,302.97019521600106,Good,4.0,High,Small
20.0,Media_Manager,32586.52070387375,2821.357883830608,3,3,9.0,2.0,4,5.0,4.0029841089666185,3.0,Good,0.243007806892583,30.25847989691424,No,175.8295735334238,451.7763578458739,Good,28.0,Low,Small
41.0,Architect,38881.396145369225,3107.9142705678705,6,5,27.0,8.0,58,21.0,3.5779878000353795,14.0,Bad,2.4851380137369423,38.972379845076894,Yes,106.61291658522165,331.5902338672704,Poor,5.0,Low,Large
28.0,Teacher,30162.370910992635,2995.145249925671,5,6,4.0,3.0,21,7.0,10.649783155193573,7.0,Standard,0.5289066080917598,24.621183537265594,Yes,89.93884604853007,235.03145662270225,Standard,16.0,Low,Small
25.0,Accountant,43027.93319193298,3530.0874119163177,6,7,19.0,6.0,29,18.0,10.82945998908509,11.0,Bad,2.0929384359313934,32.735104593770494,Yes,131.48476897583052,324.6656308968243,Poor,17.0,Missing,Missing
22.0,Teacher,21065.978961030556,1603.2706022298387,10,9,21.0,8.0,58,13.0,2.9922799672493663,8.0,Bad,1.8733411755320697,22.5581733078274,Yes,49.41555249694106,194.3173282591022,Poor,6.0,Low,Small
15.0,Media_Manager,17673.33890933557,1456.859469516861,4,7,18.0,3.0,26,23.0,12.080277358502762,5.0,Standard,0.7981676875420884,28.225375702554537,Yes,91.6919327465489,264.278186703407,Standard,14.0,Low,Small
16.0,Mechanic,17289.37044157586,1367.9411575108527,1,4,6.0,1.0,25,12.0,2.9027231701318104,3.0,Good,0.4214877003963322,28.407804578292023,No,81.08852665598265,292.42923193998894,Good,28.0,High,Large
33.0,Architect,13130.902774121736,1734.9771069772717,1,8,8.0,3.0,10,5.0,4.737911687203063,3.0,Good,0.9639907250606639,30.64301896676112,NM,99.64431499187722,262.0781116548487,Good,15.0,Missing,Small
38.0,Developer,19433.76650423585,1754.3443348029268,9,10,31.0,2.0,54,19.0,18.320303588404332,12.0,Bad,2.7171144654383292,35.82167029894619,Yes,89.21047078456952,270.5447541280705,Poor,5.0,High,Medium
38.0,Lawyer,126854.5361156568,9175.525443656079,6,6,5.0,6.0,9,14.0,12.630973382261837,8.0,Standard,1.0713278129150134,40.60424105758071,Yes,339.558853566604,785.6302100971487,Standard,17.0,High,Large
22.0,Engineer,29280.848987772893,3081.5749785554626,7,2,4.0,0.0,4,5.0,2.6424214426510115,0.0,Good,0.9377136032754638,32.63578000583807,No,100.69798686104305,327.10961421540185,Good,22.0,High,Medium
40.0,Writer,42992.73218413019,3410.7584499064424,7,4,8.0,4.0,7,6.0,7.4270467185010345,3.0,Good,1.3447934721063455,38.569406494628204,No,93.5175381957993,267.8557534417507,Standard,17.0,Low,Small
47.0,Accountant,72878.28817513975,7084.514308885337,10,7,20.0,9.0,28,21.0,28.037037688474204,8.0,Bad,3.4126419042108336,27.186601326251267,Yes,117.35924244931185,336.5916469704626,Standard,13.0,High,Small
56.0,Developer,46794.963647327,2878.4546623901247,4,5,8.0,3.0,8,0.0,8.379353063138096,4.0,Good,0.944333845846473,28.507182122739422,No,90.10356743362776,226.20125981222637,Poor,26.0,High,Small
31.0,Architect,30849.160961882415,3172.281847898447,4,5,6.0,1.0,22,16.0,7.346736709772192,2.0,Standard,0.683010321053502,32.752083233316455,No,137.31507191763532,330.52609058412855,Good,20.0,High,Small
42.0,Entrepreneur,34017.90811719645,3491.127742140098,7,7,23.0,9.0,67,21.0,25.735939803961703,12.0,Bad,3.780845247090858,28.60397996385924,Yes,83.30612222594776,314.72236181776265,Poor,2.0,High,Medium
40.0,Developer,79495.31476025905,4735.760358753642,8,9,33.0,9.0,46,17.0,20.408061899627032,12.0,Bad,2.579769585384608,34.07986607274766,Yes,158.18444452229565,518.5530751781013,Poor,13.0,High,Medium
21.0,Scientist,27697.820788693014,1450.5124547327005,10,9,33.0,2.0,53,21.0,20.25113411948084,11.0,Bad,4.702451339380181,28.171264013940345,Yes,101.64620996126362,240.9115056580723,Poor,12.0,Low,Small
36.0,Accountant,10762.767535196066,971.9233797271869,8,6,21.0,5.0,29,19.0,13.254086203397618,11.0,Standard,2.438326703286576,28.633033763963116,Yes,51.69215925797827,329.13943181851494,Standard,11.0,Low,Small
25.0,Entrepreneur,53801.74588383122,3940.560731771352,1,6,1.0,0.0,15,4.0,8.005312901353262,2.0,Good,0.30521842328130133,36.11629562567519,No,79.92668796518241,306.82861555920533,Poor,25.0,High,Large
20.0,Scientist,128988.97485502233,5816.132921730222,7,6,10.0,4.0,16,11.0,10.071877371725282,8.0,Standard,0.8550568642423648,38.51666319188578,Yes,152.3076433612041,573.4415162155191,Poor,18.0,High,Large
42.0,Scientist,104640.82097775508,9413.540645200714,3,1,5.0,1.0,7,5.0,3.8579798141322583,0.0,Good,0.05283189062399549,40.30410512918859,No,200.2991728054602,679.430272282952,Standard,24.0,High,Medium
24.0,Architect,37534.28709234075,3488.345243677384,4,4,12.0,4.0,26,11.0,9.92849854632879,14.0,Standard,1.248372882835294,38.8123687505012,Yes,108.57207373268442,511.35507057362986,Poor,17.0,Missing,Medium
20.0,Mechanic,71303.18480269898,4928.976602467528,7,5,34.0,4.0,31,13.0,7.7443559998701,8.0,Bad,1.3346583162840169,29.75753412161663,NM,160.56540254480484,159.10820187602312,Poor,7.0,Low,Small
24.0,Lawyer,15647.791312624802,1211.019813060732,3,6,13.0,5.0,43,10.0,5.596581045790757,1.0,Standard,0.9331298385383057,26.577498994425877,Yes,101.0200197515841,260.26347017716967,Good,30.0,Missing,Missing
21.0,Entrepreneur,51055.16050145998,5403.555240261128,6,10,34.0,8.0,41,15.0,26.244109898885757,10.0,Bad,2.7149656209333632,26.28790304673849,Yes,165.35799046475395,246.0373030902252,Poor,10.0,Low,Medium
45.0,Media_Manager,32780.69657489612,7277.579804983774,0,7,5.0,1.0,8,6.0,7.028602847101926,4.0,Good,0.13301689302412742,30.08441446381657,No,175.08804842857754,997.440265507646,Standard,26.0,Low,Large
32.0,Media_Manager,103839.2052463563,2717.1938897535624,3,4,8.0,0.0,15,5.0,10.231461751380163,3.0,Good,0.6437334763049046,38.83260741117272,No,250.0258689507675,444.4491038008657,Good,30.0,High,Large
39.0,Writer,130543.20433785561,4784.485292891231,7,4,11.0,4.0,12,15.0,11.167819551909341,3.0,Standard,0.4471720826044138,33.94696861396022,Yes,253.1582779771965,264.51915935686105,Good,28.0,High,Large
15.0,Lawyer,20667.512081009267,1526.9468560118073,6,9,16.0,3.0,16,17.0,8.495026878570021,15.0,Standard,2.1250776264048934,30.717963971509874,Yes,23.958748127974737,319.19277937244755,Poor,12.0,Low,Missing
36.0,Scientist,90270.83901042187,1078.1841580041596,9,8,34.0,7.0,41,18.0,25.302953883446218,7.0,Bad,2.110353615171894,23.251197394921327,Yes,131.25399808878626,196.39447697096566,Poor,10.0,High,Medium
23.0,Architect,8257.145093404248,2849.910144137298,4,7,11.0,0.0,5,18.0,10.918013885600251,6.0,Standard,1.1717354728793763,38.639998890870054,Yes,83.28215258492412,303.47246430476804,Standard,7.0,High,Small
27.0,Media_Manager,13526.60492787457,954.1913446031855,5,4,10.0,7.0,9,7.0,13.564543122545356,6.0,Standard,0.1345938810767277,43.094407773210264,Yes,82.0744009846579,230.12435786243833,Standard,16.0,Low,Small
47.0,Manager,87137.7756248418,8616.138390325368,4,4,8.0,3.0,5,1.0,3.1900863219431455,6.0,Good,1.2668695868677562,32.045851705505406,No,108.05790548946307,468.60545867231144,Good,17.0,High,Small
40.0,Lawyer,20392.287574611884,929.0028392004368,4,6,6.0,2.0,7,14.0,9.48005085508145,0.0,Standard,0.35641391902039615,23.60574827669294,Yes,48.21511478263161,327.6620499290007,Standard,17.0,Low,Small
36.0,Mechanic,79151.07350825521,2484.1346191067996,2,6,7.0,0.0,15,2.0,9.154768598860464,2.0,Good,0.7750750488923823,43.75233051659205,No,92.461555282327,563.6967071685199,Good,28.0,High,Medium
34.0,Musician,75948.02541379037,6605.195658407254,6,4,4.0,3.0,27,13.0,4.2528081466383,0.0,Standard,1.3536382027352432,28.825770940268825,No,175.07328154155115,720.3483065127764,Standard,24.0,High,Large
26.0,Lawyer,9157.1813591708,399.92349947267735,9,8,24.0,5.0,19,18.0,18.093739035867817,9.0,Bad,2.6403089061526805,26.15830523675132,Yes,37.851321974230856,323.4048170385706,Poor,13.0,Low,Medium
18.0,Manager,34949.85912731898,437.45826978357064,8,10,33.0,5.0,60,13.0,4.5871193654028515,10.0,Bad,4.26070651031386,34.75541565090509,Yes,182.70000083746112,378.42238722749715,Poor,9.0,High,Small
18.0,Developer,136224.8705924484,9764.378233697604,5,3,4.0,1.0,2,13.0,9.246407987474079,2.0,Good,0.519030890921508,27.165170515054992,No,557.9140049566846,1096.7737844715105,Good,28.0,Missing,Missing
17.0,Engineer,32148.463755776007,3096.9473971875,8,5,11.0,0.0,28,14.0,12.035675227252032,7.0,Standard,0.022827910369291868,27.889081188387824,Yes,96.86777419148,311.52998466725904,Good,21.0,Missing,Missing
41.0,Writer,87622.07211983835,7604.1791849464935,0,3,3.0,3.0,9,0.0,2.247038508514814,3.0,Good,1.0255470817102683,32.66905291724778,No,284.2636338962248,628.4466795698718,Good,28.0,Low,Medium
20.0,Developer,92280.88563889153,7003.429965710348,1,7,14.0,1.0,10,8.0,4.073385305605592,3.0,Good,0.23250021656086506,26.46971377044636,No,415.62418380242826,756.6313878150535,Poor,27.0,High,Large
30.0,Scientist,41806.60896311147,4319.052270979561,9,9,18.0,9.0,52,15.0,8.714324017380248,12.0,Bad,1.8634005330007304,31.864538116024047,Yes,123.26454866440037,168.7560758031829,Poor,6.0,High,Medium
28.0,Media_Manager,113441.63672499874,9414.167034973603,6,7,1.0,1.0,2,12.0,10.76123583987659,4.0,Good,0.09678074591593236,40.80598782982598,No,543.9204612344224,921.6424947196067,Standard,33.0,High,Large
49.0,Musician,31121.572539744175,10536.7623260069,6,3,18.0,4.0,29,11.0,6.031928714439812,2.0,Standard,0.3754640013453154,33.99851298897232,NM,147.58568414970966,733.379619144339,Standard,30.0,High,Large
55.0,Accountant,34868.048885335316,3305.3319122142234,0,6,5.0,1.0,9,3.0,7.662424858945754,4.0,Good,0.00023,39.62561507943986,No,157.7459079970001,425.7910585358077,Standard,32.0,High,Missing
24.0,Engineer,26912.480672515216,2444.2900811301793,5,4,9.0,4.0,7,2.0,6.938061196494731,0.0,Good,0.5661247624410212,26.07742576464994,No,119.65953917253223,125.26272726843825,Good,31.0,Missing,Missing
29.0,Musician,14746.92223388597,1041.8217038168946,8,1,16.0,0.0,16,12.0,4.176592121724422,6.0,Good,0.9323011715659006,39.70383421911942,Yes,36.016768262206035,258.31378944269477,Good,24.0,Missing,Small
27.0,Musician,41577.98013340526,6606.817114186689,4,3,3.0,3.0,14,10.0,11.097827707441372,5.0,Standard,0.9222840146204132,25.737050505859074,NM,104.85753740090973,309.0975353659768,Good,31.0,High,Medium
41.0,Manager,31059.56191660303,2234.549080605832,6,6,9.0,4.0,29,10.0,16.112214066578797,7.0,Standard,0.06306059758544479,37.51139303161099,Yes,40.262547938164914,340.9638929954406,Standard,7.0,Low,Large
26.0,Media_Manager,19657.848045217812,1330.6040568482674,10,5,27.0,4.0,62,20.0,9.485355900153749,9.0,Bad,2.8075090050015423,31.38769546455235,Yes,89.29599180851594,281.42206541331956,Poor,11.0,Low,Medium
25.0,Lawyer,38910.79815252937,2302.7538593758477,7,7,20.0,6.0,37,14.0,15.970148499210039,11.0,Standard,2.679411698633492,33.32832063996599,Yes,119.36434502933076,103.88194636087886,Poor,6.0,High,Medium
33.0,Accountant,19708.107058941365,1574.5474813045278,6,7,18.0,4.0,17,15.0,16.01694006097652,10.0,Standard,1.012139203061144,36.687631469763794,Yes,220.90654138863158,366.43510069230604,Poor,9.0,Missing,Medium
20.0,Teacher,106260.161121491,6172.522781686676,3,4,13.0,6.0,14,15.0,9.93163208296132,7.0,Standard,0.5330652533890233,32.11927103322814,Yes,161.87206914863566,274.8678721456077,Good,15.0,Missing,Medium
34.0,Architect,12849.179679353892,1317.5809040418137,8,3,6.0,0.0,5,9.0,4.397029826872345,2.0,Good,0.8317916019495318,30.33995435630263,No,125.25007918637858,293.94705839134764,Standard,19.0,Low,Small
34.0,Entrepreneur,17370.761780355493,1747.0118746990047,3,2,12.0,2.0,5,7.0,3.552659116040756,1.0,Good,0.34314767481814223,35.47532244872719,No,75.01581069332161,339.89081679836715,Good,22.0,Low,Small
36.0,Teacher,19429.169268081645,3040.0253577990297,6,10,31.0,3.0,52,12.0,11.884105496994916,12.0,Bad,4.868612718727994,34.677402117917815,Yes,93.32835846984133,400.27870531078327,Poor,17.0,Low,Small
34.0,Media_Manager,42560.27081933208,5549.760741036107,2,5,11.0,1.0,11,8.0,8.682354616720886,3.0,Good,0.3389216078121982,33.56778317379889,NM,88.3639764137989,343.5157889004835,Good,31.0,Low,Large
27.0,Engineer,14156.81567524891,1413.6377976332165,8,5,19.0,3.0,10,14.0,19.45496358504271,0.0,Standard,0.6872734640137359,37.02202660683302,Yes,89.99090128868646,322.37793441916796,Standard,18.0,High,Medium
25.0,Media_Manager,10001.946893326513,490.29922188161333,6,7,34.0,6.0,43,12.0,13.920949245929657,14.0,Standard,1.9396912781323403,31.34546591139913,Yes,181.82098616840557,251.30411651522803,Poor,8.0,Low,Medium
28.0,Entrepreneur,34268.04942064271,3159.102391934445,8,5,16.0,3.0,28,12.0,8.021458764491243,3.0,Standard,1.148249663452236,28.697601073355678,Yes,130.57392155155952,453.2872770611524,Standard,20.0,High,Large
26.0,Lawyer,57951.32862651868,6728.270821234792,6,5,3.0,0.0,9,5.0,2.0785366566373407,1.0,Good,0.05940905107119049,26.68114773242116,No,334.2267844466712,575.8456329488365,Poor,19.0,Low,Medium
21.0,Manager,100971.72450582264,9589.802460186074,5,1,11.0,1.0,25,11.0,2.1021728752020876,2.0,Good,1.6221828760601618,38.35031249770145,No,375.71423320750034,673.2322548453158,Standard,28.0,High,Large
30.0,Doctor,104393.06198398142,3361.265756981226,5,3,4.0,1.0,25,17.0,3.0500862342582704,2.0,Good,1.515490901316968,25.68212270176022,No,498.03693646405327,802.0359641110792,Good,16.0,Missing,Missing
16.0,Manager,61319.6662390774,3868.086366973522,6,6,28.0,6.0,34,18.0,16.28790451480374,8.0,Bad,1.2618401049109569,28.13396060759541,Yes,213.43498966204473,256.77814267530215,Good,7.0,Low,Large
29.0,Engineer,86023.88694379921,7943.510429328345,1,2,11.0,1.0,10,3.0,5.393851019909478,1.0,Good,1.065415337358374,37.74090227232751,No,233.17472170699878,529.6182516545758,Good,16.0,High,Medium
27.0,Journalist,99222.9017939069,3612.0731520918707,7,6,20.0,7.0,28,19.0,29.98,13.0,Bad,4.998069999999999,32.30670523534611,Yes,209.44115570004047,320.6491984225741,Good,6.0,Low,Medium
